,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
0,0.01206589605960315,0.011698956610325032,0.011360359101324975,0.01119262954019598,0.011031085248441517,0.010887028995057842,0.010760481586429307,0.010649128732498415,0.010551823165507812,0.010468274508916596
1,0.0008520199823587355,0.000850462468171814,0.000849509161164701,0.0008486039003708302,0.000847727449894568,0.0008468829227663578,0.0008465247607434698,0.000846465613409829,0.0008465381947816065,0.0008465681988441577
2,0.0005291167568829755,0.0005232915202716428,0.0005192434524617062,0.00051757214606847,0.0005162671571552448,0.0005151368666456323,0.0005140567609385958,0.0005131708589826835,0.0005124266696660694,0.0005119362592573147
3,0.0004046641837837019,0.0003991155950738022,0.0003945895051985061,0.00039287789901154,0.0003915589499069989,0.000390366684833025,0.00038932911291171085,0.00038855489055600323,0.00038782077130668105,0.00038734631550095663
4,0.00032836325686692576,0.00032301143533251017,0.0003177344532208082,0.00031570348469372783,0.0003139839672679559,0.00031225742775363376,0.00031071353553508324,0.0003094543815746227,0.0003082331271820668,0.00030731375546980334
5,0.00027897710600235123,0.0002714697386858489,0.0002644498356873667,0.0002615735961894576,0.00025900598493703523,0.0002562340910953495,0.00025367683044773937,0.0002514619933464077,0.0002490927766690177,0.0002471328653315312
6,0.00024737615780060277,0.00023942173284845382,0.00023222715653433074,0.00022938803970145913,0.00022698245098424764,0.00022419960887250457,0.00022152523165215187,0.00021904140650528693,0.00021633307050357493,0.00021397056620947293
7,0.0002217544083596979,0.00021023830841193872,0.00019976050753829345,0.0001913133606077465,0.00018351549050131812,0.0001739151807901606,0.00016404393647254583,0.00015370980413331557,0.00014161643749958626,0.00012924516523041003
8,0.00021014408906614348,0.0001994340193940022,0.00018873439962981413,0.00017414293801524725,0.00015903870087332505,0.000137928005785214,0.00011433286009963567,8.713135668725424e-05,5.6290908187449965e-05,3.143145160986618e-05
9,0.00021567983612335732,0.00021483842056150478,0.0002149544586144433,0.00020938005559716528,0.00020776398884858678,0.00020559657049421573,0.00020523614520931717,0.0002052463144657584,0.00020525671111623934,0.0002052669080860009
10,0.00022114905811327154,0.00022654335995527392,0.00022921692712803555,0.00022459614296963047,0.00021824295517691372,0.0002111319830632671,0.00020936368625393948,0.00020976387646597704,0.00020962081540935344,0.00020956716983909203
11,0.00024035782119845054,0.0002475245545487405,0.00025219098267545176,0.00025028831482666657,0.000247750492149155,0.0002442268419132585,0.0002406130505175963,0.00023637063610721027,0.0002336066626696326,0.0002334555816237173
12,0.0002593312463370812,0.0002816431283064058,0.00030506396084423686,0.00027896173581873313,0.00025300506115386875,0.00024392359465569342,0.00025847967541620597,0.0002658253659907839,0.0002553002415062659,0.00025624835848187303
13,0.0003199204772882247,0.00032182984174332916,0.000320699126373579,0.00032086243700932683,0.00032151542888215015,0.0003253130363351849,0.00033059883837881904,0.0003340503340971769,0.0003394969022630864,0.00034174649872979155
14,0.0004012136100282959,0.00039967296253396286,0.000400947941879504,0.00039308919014618016,0.0003847694366908255,0.00037918651358678725,0.0003769707616059845,0.00037211752375217356,0.0003689188381817259,0.000366493860338184
15,0.0007156695125951491,0.0007928703222133359,0.0007846616115550794,0.000770301719077681,0.0007567512319756998,0.0007436892065300467,0.0007313077809136329,0.0007174397704819143,0.000697077573377035,0.0007131521691451122
16,0.0008700252282244429,0.0009328370957135018,0.000987047065116983,0.0009664648372120562,0.0009451071858725318,0.0009230345767612487,0.0009004049184272086,0.0008772906459764763,0.0008598312292054525,0.0008578349892803955
17,0.0010446044119804161,0.001134822956245257,0.0011377360287960247,0.0011144368846364118,0.0010932970028398729,0.0010741608660348532,0.001054578773488546,0.0010331481890218724,0.0010140461109108855,0.0010377280662087359
18,0.0011450632001458346,0.001245977752516115,0.001289202227241805,0.0012573318793407755,0.001226331404559645,0.0011985423000675734,0.0011755173678883325,0.001154470331055013,0.0011347044198880495,0.001115054093739287
19,0.001250094657353424,0.0013229896665267451,0.0013700230073344147,0.001338878667370233,0.0013072235091118516,0.0012744564200704903,0.00124672404769399,0.001225942418051732,0.0012136906084521328,0.0012228854019336044
20,0.0013511099237746343,0.0013753277029310506,0.0013966544232529138,0.0013550648370937118,0.0013084245129440727,0.001289590726653435,0.001316857176924188,0.0013738044630764719,0.0014198312125512432,0.0014184476081462712
21,0.0014043445229487653,0.001406705083262496,0.0014623598068345717,0.001423437374654772,0.0013892917366141301,0.0013675442755887615,0.0013565121144479718,0.0013504110046312601,0.0013518760979357935,0.0013718522527003325
22,0.0014854916662211707,0.0014966151678436465,0.0014984506681741572,0.001467719361547142,0.0014462357546010847,0.0014451735019910146,0.0014573786734411714,0.0014740517196428439,0.0014810132622014487,0.0014621599176708776
23,0.0014926828290504775,0.0014962487190537516,0.0015013849766006189,0.0014903838277425237,0.001483061306623286,0.0014814699500251254,0.0014776613323510645,0.001471681428910014,0.0014638744730789393,0.0014589049683317405
24,0.0014867872311836933,0.001472357003336459,0.0014726510452051501,0.0014557530395425868,0.001437390194680598,0.0014273320736394753,0.0014230990146117404,0.0014229794589829912,0.0014243955693782014,0.0014258340729877196
25,0.001472746253167695,0.0014690229378478208,0.0014683783480724242,0.0014652382076314656,0.0014625437480538736,0.0014624696377160597,0.0014623677009240857,0.0014622337680083497,0.001462070621947825,0.0014618884432469567
26,0.0014377423851430352,0.0014144766911741052,0.0013946634939449607,0.0013719642409148382,0.0013473769257517283,0.0013251896924269288,0.0013045510734814732,0.0012856087853621054,0.0012684453548339593,0.0012529842702282128
27,0.0014493151360808266,0.0014312742372717337,0.0014215463581697398,0.001410272236212053,0.001394277010963063,0.0013832575009516382,0.0013737727503953078,0.0013653614052105093,0.001358211551660695,0.0013522890670106856
28,0.0014951466384640875,0.0014720374485617444,0.0014531813622042837,0.001434631378626848,0.00141469048530441,0.0013974754239492499,0.0013819471414470625,0.0013681370624974267,0.0013561536798288303,0.0013458902091415083
29,0.0015205434487169445,0.001499365663313377,0.0014900004573021217,0.0014830496480525677,0.0014732451639340898,0.001467439626677987,0.0014628370521376876,0.0014587698055936625,0.001455278804658393,0.0014524859012976286
30,0.0015907772846217986,0.001567166653123622,0.0015487630350318115,0.0015316267687396775,0.0015147805723194762,0.0015000305313115096,0.0014869005732837943,0.0014754035150758079,0.0014651921970444686,0.0014561648712749676
31,0.0016215356114643573,0.0015974510678916113,0.0015814662833065567,0.001567280623760675,0.0015530751189650246,0.0015404181561509583,0.0015289154235823312,0.0015188813091602641,0.0015100043046703021,0.0015024996265858984
32,0.001652701004043827,0.0016238592375368089,0.0016001138445694682,0.0015778953019794193,0.0015547846735478954,0.0015326157929165245,0.001511242602675609,0.001491313241952688,0.0014724716642175615,0.0014553941579564858
33,0.0017195829988052673,0.0016989231877797334,0.0016874600410797884,0.0016798781613567282,0.0016723597645711221,0.0016658336388745102,0.0016599568972834944,0.0016549720841846716,0.001650686102990767,0.0016472358450929927
34,0.0017552630647521617,0.0017057058768199349,0.0016572627474920173,0.0016152026476593706,0.0015693060533189535,0.001523615499121686,0.0014769858781135405,0.0014306351517138333,0.0013838149772663763,0.001337715911222904
35,0.0018583224303876439,0.0018362566648668541,0.0018196579674149688,0.001805974157119471,0.0017930632912744196,0.0017816390643453591,0.0017714851592188121,0.0017627006222069098,0.001755167958527714,0.0017488783245480988
36,0.0019450162323648823,0.0019282808807726407,0.001916075718314858,0.00190903333341219,0.0019021008348442075,0.0018960130525872353,0.0018906253848194367,0.0018861149557745328,0.0018826048563385,0.0018801396776272812
37,0.002016355464746613,0.0019750592572748238,0.0019370906723623531,0.0019100543994542002,0.0018840610449405407,0.0018606343335424433,0.0018390674319935553,0.0018194961035405564,0.0018020648846760231,0.0017866489258052281
38,0.0021344028649374117,0.002101542312397784,0.0020734018713832432,0.002055349108275186,0.0020378308328674664,0.0020216996459046033,0.002006891438017333,0.0019934479227575186,0.0019815518691662527,0.0019712574576685755
39,0.0022429075057153807,0.0021977013585312106,0.002156128879242644,0.002125362850075822,0.002095959031518856,0.0020687673476101945,0.0020437487686758744,0.0020210471595588047,0.002000654404917964,0.001982674618980509
40,0.002435017250372638,0.0023958111540690373,0.0023598460571154158,0.002334702996990156,0.0023101289411583126,0.0022866379884435343,0.0022649992397813247,0.0022450622517793326,0.0022266013177485756,0.0022097875415090103
41,0.002557132616887751,0.002506994401984016,0.00245689320986086,0.002420938379119602,0.0023845683302868965,0.002346288028655632,0.0023083280447261955,0.0022711047895610198,0.002233898405580327,0.0021971381419731806
42,0.0027273675393167016,0.0026794101118732235,0.00263458070721952,0.0026057051839365013,0.0025785909875365174,0.002553259778853118,0.002530440012704286,0.00250981016720478,0.0024908545930280865,0.002473988453215197
