,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
0,0.011887068639417976,0.011342482155202893,0.010695231124808805,0.010430079177588425,0.010147073859110418,0.009870898118978528,0.00959433134542402,0.009317656421187169,0.009040339448968433,0.008765050002791317
1,0.0008531536586717129,0.0008552033360447422,0.0008589925724046402,0.0008569817252542198,0.0008554933988126727,0.0008546547991114554,0.0008545726984323189,0.0008548525429451791,0.0008552036951320592,0.0008553144853720456
2,0.0005168473167214806,0.0005002873658234027,0.0004834476780462009,0.0004757067138587611,0.00046883463710590634,0.0004623303262776322,0.00045616518642881175,0.00045035166719412827,0.00044461190977995507,0.0004394753486979169
3,0.0004146837806673326,0.0004128062935836995,0.00041188207364085944,0.00041163872702761945,0.00041151881680696233,0.0004115451230080249,0.000411719964997332,0.00041183549145440033,0.0004120215137195347,0.00041209312075325043
4,0.00033654199529394035,0.00033106889242640655,0.00032406147299074076,0.0003224551708381639,0.0003214441452853057,0.0003206276358912647,0.0003197397376591221,0.0003191871984052541,0.00031867968459717045,0.00031835367473834127
5,0.0002774325268394281,0.00027085742708064445,0.0002647228795925386,0.00026249711045684744,0.00026072005950003975,0.00025851196113039273,0.00025643285988339736,0.0002547054943526904,0.000252742881720339,0.00025121730990736055
6,0.0002530790984790052,0.00025043315690780754,0.0002484206636162431,0.0002472613390052412,0.00024634540640441357,0.0002454851850253394,0.00024481725923313185,0.0002443347307942707,0.0002438853091526763,0.00024357734988854178
7,0.00022690353977342168,0.00022300075187046224,0.00022101611458459188,0.0002205925363480724,0.00022090698694939733,0.00022137380265855767,0.00022230593843058466,0.00022321374792330686,0.0002239124818282638,0.00022451024031227323
8,0.00021166283059003855,0.00020424683234013973,0.0001978981858090252,0.00018892324947982433,0.00018049656904240607,0.00016839277323232548,0.00015649159594375672,0.00014500625419510535,0.0001282922783669847,0.00011105381401829957
9,0.0002196075880516823,0.00021931283702417696,0.0002191617204088641,0.0002189329713782418,0.00021886332945029077,0.00021881450235185029,0.0002188019322209261,0.00021879766085602584,0.00021879432207124727,0.00021878981159166147
10,0.00022537470940298178,0.00022666462874059413,0.0002283997180764887,0.00022842746644923323,0.00022822342694899423,0.0002277253655033533,0.00022829721422401225,0.0002288710214467523,0.00022931588002092843,0.00022896770316138535
11,0.0002411934922406444,0.00024308257563637303,0.0002468022375025036,0.0002465636151087806,0.0002464558503562241,0.00024604658610532506,0.00024569906433086235,0.0002455926178249033,0.00024526457994930123,0.0002445210588383962
12,0.0002613271196975838,0.00026510115038263566,0.00027811367862238704,0.0002650802202851367,0.00025643287896899065,0.0002508412700861826,0.00024625390259524815,0.000240586393074853,0.00023576665866442378,0.00023329382715176974
13,0.00031879353217963147,0.0003226788454144413,0.00032696640047229203,0.00032567916822020003,0.00032508671603504705,0.00032749464238664963,0.0003299744916593631,0.0003308659922437166,0.0003320697918081131,0.0003325312065466971
14,0.0004228115174816715,0.00042229644252713815,0.00042201594858629434,0.0004215270614419681,0.0004212960485858461,0.0004212702762513521,0.0004212657550179884,0.0004212655765492461,0.00042125714139063257,0.00042124803882302904
