,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
0,0.013958509,0.013564326,0.013177617,0.01279918,0.012429075,0.012049884,0.011685298,0.011355574,0.011033452,0.010618061
1,0.0008864943,0.00085616705,0.000831572,0.0008078646,0.00076171116,0.00071505836,0.00068854983,0.00070621894,0.00068039296,0.00063004554
2,0.0005754426,0.00055683655,0.0005409107,0.0005252963,0.0005060166,0.00048880954,0.0004689362,0.00045962108,0.00044580002,0.000417248
3,0.00044934425,0.00041928134,0.00040171624,0.00039267013,0.00037473274,0.00035021073,0.00033415895,0.00029258983,0.0002822934,0.000273147
4,0.00036231778,0.00034229687,0.00034831715,0.00029988427,0.00029365518,0.0002762969,0.00026024942,0.00022380901,0.00021685034,0.00020813225
5,0.0003149499,0.00029648212,0.00027727752,0.000250747,0.00024633133,0.0002380938,0.00023277673,0.00022033458,0.00021532619,0.0002074917
6,0.0002787966,0.00025278545,0.00025273507,0.00024313222,0.00023779129,0.00022629609,0.00021781598,0.00020955989,0.00020527902,0.00019988109
7,0.00024810163,0.000243628,0.00024487422,0.00024883266,0.00023801206,0.00022740116,0.00021325171,0.00020889366,0.00020972925,0.00020547274
8,0.00023278917,0.00026097044,0.00028124757,0.0002687012,0.00025983775,0.00024293056,0.00022953333,0.00022691267,0.00022575916,0.00021994847
9,0.00021783821,0.00026607752,0.00030189406,0.0002881042,0.0002763828,0.00026106456,0.00024541354,0.00023459281,0.00022884092,0.00022353727
10,0.00022130727,0.00025633562,0.0002885015,0.00027959325,0.00026877245,0.0002549185,0.00023941555,0.00022586144,0.00021720053,0.000212296
11,0.00024013997,0.00025436288,0.0002701308,0.00025433378,0.00024224764,0.0002310073,0.00021871521,0.00021084164,0.00020557857,0.00020087228
12,0.00028177295,0.00027654393,0.00025904825,0.00024218827,0.00023371207,0.00021798846,0.00020769819,0.0002052109,0.00019921578,0.00019236625
13,0.0003365762,0.00031740736,0.00030557564,0.00028996813,0.00028428182,0.0002759822,0.00026806365,0.00024980656,0.00022843818,0.00022313364
14,0.00042824872,0.0004019508,0.0003819805,0.00036376237,0.00035524231,0.00034356368,0.0003338264,0.00032597888,0.00030566688,0.00030119956
15,0.0007339073,0.0006733701,0.00069358555,0.00066989847,0.0006528266,0.0006349376,0.0006218355,0.00060730043,0.0005903362,0.0005771128
16,0.0009227709,0.0009029655,0.0008739077,0.00084284635,0.00082575955,0.0008086835,0.0007907546,0.0007763339,0.0007542815,0.0007473307
17,0.0010855631,0.001059522,0.0010265424,0.0009917661,0.0009649914,0.00094722025,0.00092309696,0.0009050187,0.00087946304,0.0008653882
18,0.0012135669,0.0011837977,0.0011460201,0.0011072627,0.001082789,0.0010555302,0.0010282513,0.0010040412,0.0009767236,0.0009552131
19,0.0013160587,0.0012854189,0.0012475491,0.001205216,0.0011775465,0.0011497284,0.001120895,0.0010993681,0.0010690016,0.001045234
20,0.001414406,0.0013797432,0.0013404781,0.001296367,0.0012632976,0.0012381946,0.0012074541,0.0011852849,0.0011543055,0.0011332197
21,0.001515389,0.0014754557,0.0014349932,0.0013847853,0.0013540679,0.0013128232,0.0012819349,0.0012493266,0.0012121818,0.0011769996
22,0.0015783067,0.0015357544,0.0014924387,0.0014412975,0.0014082174,0.0013622363,0.0013264857,0.0012945897,0.0012550413,0.0012172087
23,0.0016099489,0.0015684493,0.0015241411,0.0014716523,0.0014395687,0.0013954733,0.0013569936,0.0013239909,0.0012849409,0.0012464859
24,0.0016158746,0.0015739627,0.0015322486,0.0014851374,0.0014490348,0.0014027585,0.0013629477,0.001331026,0.0012934303,0.0012559543
25,0.001608214,0.0015677002,0.0015276262,0.001491304,0.0014520754,0.0014014776,0.0013599226,0.0013262175,0.0012869092,0.0012476697
