,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038
0,0.012061406575588874,0.01148978908599596,0.010945261849298567,0.010426540996799018,0.009932403505257169,0.009461684313285826,0.00901327357440672,0.008586114040290364,0.008179198568010165,0.007791567745433426,0.0074223076291504856,0.007070547589608482,0.006735458258369195,0.0064162495726509715,0.006112168912544267,0.005822499326508791,0.005546557840968338,0.005283693850017812,0.005033287581445671,0.004794748635455058
1,0.0007351430845180111,0.0006812453798540285,0.0006312992359531455,0.0005850149404322137,0.0005421240214431494,0.0005023776904031844,0.00046554539889781397,0.0004314135013857509,0.0003997840159489271,0.00037047347589926646,0.0003433118655809848,0.000318141634195544,0.00029481678192895376,0.0002732020130805046,0.00025317195128066736,0.00023461041224602318,0.000217409729852851,0.00020147013162025921,0.00018669915998036137,0.00017301113597856753
2,0.0004821228527149683,0.00045190683158150387,0.0004235845351034806,0.0003970372781285816,0.000372153813843185,0.0003488298675903546,0.00032696769990479753,0.00030647569693366975,0.0002872679865268869,0.0002692640783881541,0.0002523885267787608,0.00023657061436069978,0.00022174405585424062,0.00020784672026813198,0.00019482037053843734,0.0001826104194849474,0.00017116570106250382,0.0001604382559486614,0.0001503831305691829,0.00014095818871918218
3,0.0003627790884147729,0.00034073268329558396,0.0003200260576570792,0.000300577791918735,0.00028231141443973545,0.0002651551008283137,0.0002490413915243288,0.00023390692654459819,0.00021969219634799267,0.00020634130784067447,0.00019380176460140802,0.00018202426046277014,0.00017096248563661226,0.0001605729446214507,0.00015081478517578242,0.00014164963768484645,0.00013304146428920694,0.00012495641718192587,0.00011736270551714138,0.00011023047040672987
4,0.0002989404672485701,0.00028221107025957527,0.0002664178888528707,0.0002515085302484247,0.00023743353368683168,0.0002241462063466892,0.00021160246844440973,0.00019976070700260975,0.00018858163780195128,0.0001780281750584797,0.0001680653083941177,0.0001586599866921708,0.00014978100845255054,0.00014139891828296756,0.00013348590918271994,0.00012601573029490223,0.00011896359982101547,0.00011230612280907639,0.00010602121354249119,0.00010008802227222877
5,0.00026931860341096534,0.00025810204477945306,0.00024735263244211,0.00023705091072921347,0.00022717823425914325,0.00021771673419157214,0.00020864928588613615,0.00019995947790806006,0.00019163158232462807,0.00018365052623874853,0.000176001864508086,0.00016867175360038192,0.0001616469265376494,0.00015491466888389014,0.00014846279573286995,0.0001422796296543097,0.00013635397955856745,0.00013067512044156535,0.00012523277397329658,0.00012001708989478201
6,0.00024663853569365673,0.0002385811221429768,0.00023078693555698873,0.00022324737659615193,0.00021595412685202509,0.0002088991396695517,0.00020207463126917152,0.0001954730721589633,0.0001890871788273432,0.00018290990570715392,0.00017693443740227817,0.0001711541811682005,0.00016556275963822077,0.00016015400378729448,0.0001549219461257364,0.00014986081411528019,0.00014496502380022505,0.00014022917364664902,0.0001356480385828869,0.00013121656423469965
7,0.000232972207955601,0.0002274924032019824,0.00022214149047544804,0.00021691643807041926,0.0002118142855909148,0.00020683214227325904,0.00020196718534824194,0.00019721665844179968,0.0001925778700133185,0.0001880481918306666,0.0001836250574810985,0.00017930596091718484,0.000175088455036941,0.00017097015029735556,0.00016694871336053055,0.00016302186577166322,0.0001591873826681265,0.00015544309151891293,0.0001517868708937264,0.00014821664926102887
8,0.00022670102637321448,0.00022309024871007948,0.00021953698166143643,0.00021604030922771705,0.00021259932999892473,0.00020921315692225886,0.0002058809170734405,0.0002026017514316819,0.00019937481465823683,0.00019619927487848126,0.00019307431346746344,0.00018999912483886968,0.00018697291623735285,0.00018399490753416537,0.00018106433102605044,0.00017818043123733507,0.00017534246472517516,0.00017254969988790266,0.0001698014167764265,0.0001670969069086345
9,0.00022455605172360432,0.00022182187732129596,0.00021912099398197586,0.00021645299635663813,0.00021381748403177046,0.0002112140614692597,0.00020864233794702945,0.00020610192750040022,0.00020359244886416407,0.00020111352541536405,0.0001986647851167707,0.00019624586046104622,0.00019385638841559036,0.00019149601036805427,0.0001891643720725213,0.0001868611235963415,0.00018458591926761344,0.000182338417623306,0.00018011828135801122,0.00017792517727332173
10,0.00022721295844191968,0.00022444590578227428,0.00022171255093843059,0.00021901248353048929,0.00021634529817625474,0.00021371059443037042,0.0002111079767241975,0.00020853705430642363,0.0002059974411843987,0.00020348875606618144,0.00020101062230329223,0.00019856266783416595,0.0001961445251282904,0.000193755831131025,0.00019139622720909484,0.00018906535909674497,0.00018676287684255086,0.00018448843475687946,0.00018224169135998706,0.00018002230933074936
11,0.00023669593045108753,0.00023314552379677508,0.0002296483727577445,0.00022620367850703492,0.0002228106541999804,0.000219468524794478,0.0002161765268739495,0.00021293390847296217,0.00020973992890546182,0.00020659385859558442,0.00020349497891100317,0.00020044258199877917,0.00019743597062367072,0.00019447445800886988,0.00019155736767912607,0.0001886840333062262,0.0001858537985567891,0.00018306601694234505,0.00018032005167166218,0.00017761527550529116
12,0.00026190713072288507,0.0002568054951247594,0.0002518032332462577,0.00024689840940695783,0.0002420891256311608,0.00023737352091344962,0.00023274977049855244,0.00022821608517523327,0.00022377071058393697,0.00021941192653792045,0.00021513804635760748,0.00021094741621790903,0.00020683841450825887,0.00020280945120511123,0.0001988589672566652,0.00019498543397957198,0.00019118735246739408,0.0001874632530105868,0.00018381169452777812,0.00018023126400812611
13,0.00030817161408500023,0.0003003325209837126,0.00029269283424512035,0.00028524748148432266,0.00027799151934484193,0.0002709201302164729,0.0002640286190366206,0.0002573124101730048,0.00025076704438565964,0.0002443881758662129,0.0002381715693524777,0.00023211309731644274,0.00022620873722379008,0.00022045456886312826,0.00021484677174315854,0.00020938162255605276,0.0002040554927053559,0.00019886484589677216,0.00019380623579023576,0.0001888763037117066
14,0.0004053650892390191,0.00039493965679332325,0.0003847823521281519,0.00037488627936584556,0.0003652447199812327,0.0003558511282403658,0.0003466991267565695,0.00033778250216078167,0.0003290952008832439,0.0003206313250436845,0.00031238512844719893,0.00030435101268311,0.00029652352332416333,0.00028889734622346833,0.0002814673039066825,0.0002742283520569809,0.00026717557609042794,0.0002603041878194256,0.00025360952220197526,0.00024708703417453956
15,0.0007027222118638607,0.0006951053772509061,0.0006875711018178688,0.000680118490702443,0.0006727466587417701,0.0006654547303673095,0.0006582418395008435,0.0006511071294516096,0.0006440497528145535,0.0006370688713696774,0.0006301636559824852,0.0006233332865055015,0.0006165769516808645,0.0006098938490439689,0.0006032831848281549,0.0005967441738704327,0.0005902760395182266,0.0005838780135371278,0.0005775493360196534,0.0005712892552949877
