,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
0,0.013608994241063432,0.013352482729583086,0.013137458654667216,0.013060201162124066,0.012994265202168013,0.012945257709212293,0.012911559409173283,0.012891765282036996,0.01288478090263708,0.012890176666384045
1,0.0009191072866344496,0.0008890622284028478,0.0008645495635471131,0.000859868421812718,0.0008568383987665238,0.0008550019026211928,0.0008532486399372223,0.0008522247710248699,0.0008518148508477189,0.0008522367242269719
2,0.000554605657896827,0.0005387919330130034,0.0005266001073085636,0.0005235594479313959,0.0005212862707934002,0.0005193853507985734,0.000517677273778313,0.0005163824823591991,0.0005152662291326409,0.0005145608045503712
3,0.0004004116168766138,0.00039138526479568924,0.0003840878819690083,0.0003818586809489364,0.0003801003907280966,0.00037845779625926703,0.0003769882196558375,0.00037582529407128765,0.0003747071245480068,0.00037389940144719056
4,0.0003379834506204442,0.0003315811608729794,0.00032611479646524306,0.0003240127932804772,0.00032235279845204556,0.0003207509237304729,0.00031940264373528946,0.0003184017415905873,0.0003174137833181965,0.00031677014796219183
5,0.0002869687062605401,0.00028107079444365335,0.00027601885120098535,0.00027368984454057953,0.000271818249171925,0.00026989968369089793,0.00026830168235467383,0.00026709399663389454,0.00026583101543905917,0.00026494670402460343
6,0.00025521451225493603,0.0002502110783079598,0.0002459820046527128,0.0002435573333759055,0.00024162251424645018,0.00023961411893321538,0.00023801349762043184,0.00023683173379213012,0.0002355802342195192,0.0002347160714207622
7,0.00023510768319276595,0.00023053240686512306,0.0002264851276091686,0.00022333864785748018,0.0002207816956520902,0.0002179369449672857,0.00021567545574012673,0.00021398023218141503,0.00021207527728700119,0.000210716291230442
8,0.00023060961270273764,0.00022898292279091784,0.0002276444002929964,0.00022612895398616779,0.00022500499365459188,0.00022380156482780685,0.00022301568730309485,0.00022259223728240472,0.0002221205695836936,0.00022201434964814372
9,0.00022054957807352896,0.00021914368049089824,0.00021802959001377773,0.00021585273878205175,0.00021423895885357283,0.00021264156293552858,0.0002115936192221713,0.0002109147332069237,0.00021022834446020832,0.00020989116407347985
10,0.0002248281630365687,0.0002239629684923391,0.0002233765649615394,0.0002203799594993682,0.0002178353734611367,0.00021519738621724786,0.00021325739270964546,0.00021174023035789867,0.00021021764077503772,0.00020930478186672092
11,0.0002448159214637085,0.00024469608770402143,0.0002448752596534425,0.00024327261560879698,0.00024193793120181833,0.00024066188725748754,0.0002395792499199956,0.00023872808526916487,0.00023807508385798002,0.00023797548074405491
12,0.0002796193368093232,0.00027931755285899904,0.00027922977821596463,0.0002779568474769881,0.00027686195821167124,0.0002760089069079273,0.00027531733908428785,0.0002746811559563773,0.00027433943230429215,0.00027437455702850354
13,0.00033185790160266467,0.0003315611729664459,0.00033148299352676614,0.0003302952784380356,0.00032923254176841257,0.00032855462775147114,0.00032785905511461855,0.0003270803744277744,0.00032669385979422916,0.00032660362665035836
